first row horizontal
 , , ,-1, ,-1, , , ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,-1, , , , , ,1, , , ,-1, ,-1, , , ,-1, , , , , ,-1, , , ,-1, ,1, , , ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,
-1, ,1, , , ,1, ,1, ,1, ,1, ,1, ,-1, ,1, , , ,-1, ,1, ,-1, ,1, ,1, ,1, ,1, , , ,1, ,1, ,1, ,1, ,1, ,-1, ,1, , , ,1, ,1, ,-1, ,1, ,1, ,-1, ,1, , , ,1, ,1,
 ,-1, ,1, ,-1, ,-1, , , ,-1, ,-1, , , ,-1, ,1, ,-1, ,-1, , , ,-1, ,-1, , , ,-1, ,1, ,-1, ,1, , , ,-1, ,1, , , ,-1, ,1, ,-1, ,1, , , ,-1, ,-1, , , ,-1, ,1, ,-1, ,1, ,
1, , , ,1, , , ,1, ,1, , , ,1, ,-1, , , ,1, , , ,-1, ,1, , , ,-1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1,
 ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,-1, ,-1, ,-1, ,1, ,-1, ,
-1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,-1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1,
 , , ,1, ,-1, , , ,1, ,-1, ,1, ,-1, , , ,-1, ,-1, , , ,-1, ,-1, ,1, ,-1, , , ,-1, ,-1, , , ,-1, ,-1, ,1, ,-1, , , ,-1, ,-1, , , ,1, ,-1, ,1, ,-1, , , ,1, ,-1, , , ,
-1, ,1, ,1, ,1, ,1, ,1, , , ,1, ,-1, ,1, ,1, ,-1, ,1, ,1, , , ,1, ,-1, ,1, ,1, ,-1, ,1, ,1, , , ,1, ,1, ,1, ,1, ,-1, ,1, ,1, , , ,1, ,-1, ,1, ,1, ,-1, ,1,
 ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,-1, , , , , ,-1, , , ,-1, ,-1, , , ,-1, , , , , ,-1, ,
1, ,-1, ,1, ,1, ,1, ,1, , , ,1, ,1, ,-1, ,1, ,1, ,-1, ,1, , , ,-1, ,1, ,-1, ,1, ,1, ,-1, ,1, , , ,1, ,1, ,-1, ,1, ,1, ,-1, ,1, , , ,1, ,1, ,-1, ,1, ,1, ,-1,
 , , ,-1, ,1, , , ,-1, ,1, ,-1, ,1, , , ,-1, ,1, , , ,-1, ,-1, ,-1, ,-1, , , ,-1, ,-1, , , ,-1, ,1, ,-1, ,1, , , ,-1, ,1, , , ,-1, ,1, ,-1, ,1, , , ,-1, ,-1, , , ,
-1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,-1, ,1, , , ,1, ,1,
 ,-1, ,1, ,-1, ,1, ,1, ,-1, ,1, ,-1, ,1, ,1, ,-1, ,1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,1, ,-1, ,1, ,-1, ,-1, ,1, ,-1, ,1, ,
1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1, ,1, , , ,1, ,1, , , ,1, , , ,1,
 ,1, ,-1, ,1, ,-1, , , ,1, ,-1, , , ,-1, ,-1, ,1, ,-1, , , ,-1, ,-1, , , ,1, ,-1, ,1, ,-1, , , ,1, ,-1, , , ,1, ,-1, ,1, ,-1, , , ,1, ,-1, , , ,-1, ,-1, ,1, ,-1, ,
